"id";"user_id";"active";"name";"symbol";"date";"net_qty";"avg_price";"ltp";"current_price"
34421;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34422;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34423;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34424;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34425;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34426;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34427;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34428;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34429;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34430;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34431;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34432;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34433;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34434;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34435;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34436;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34437;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34438;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34439;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34440;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34441;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34442;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34443;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34444;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34445;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34446;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34447;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34448;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34449;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34450;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34451;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34452;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34453;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34454;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34455;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34456;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34457;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34458;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34459;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34460;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34461;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34462;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34463;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34464;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34465;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34466;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34467;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34468;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34469;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34470;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34471;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34472;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34473;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34474;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34475;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34476;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34477;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34478;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34479;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34480;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34481;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34482;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34483;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34484;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34485;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34486;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34487;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34488;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34489;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34490;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34491;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34492;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34493;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34494;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34495;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34496;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34497;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34498;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34499;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34500;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34501;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34502;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34503;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34504;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34505;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34506;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34507;6;1;"ERROR";"ERROR";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34508;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34509;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34510;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34511;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34512;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34513;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34514;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34515;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34516;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34517;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34518;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34519;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34520;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34521;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34522;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34523;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34524;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34525;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34526;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34527;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34528;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34529;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34530;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34531;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34532;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34533;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34534;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34535;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34536;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34537;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34538;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34539;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34540;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34541;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34542;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34543;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34544;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34545;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34546;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34547;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34548;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34549;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34550;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34551;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34552;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34553;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34554;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34555;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34556;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34557;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34558;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34559;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34560;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34561;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34562;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34563;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34564;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34565;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34566;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34567;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34568;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34569;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34570;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34571;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34572;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34573;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34574;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34575;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34576;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34577;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34578;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34579;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34580;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34581;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34582;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34583;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34584;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34585;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34586;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34587;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34588;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34589;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34590;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34591;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34592;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34593;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34594;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34595;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34596;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34597;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34598;6;1;"ERROR";"ERROR";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34599;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34600;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34601;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34602;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34603;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34604;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34605;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34606;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34607;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34608;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34609;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34610;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34611;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34612;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34613;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34614;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34615;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34616;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34617;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34618;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34619;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34620;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34621;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34622;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34623;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34624;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34625;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34626;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34627;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34628;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34629;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34630;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34631;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34632;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34633;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34634;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34635;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34636;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34637;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34638;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34639;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34640;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34641;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34642;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34643;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34644;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34645;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34646;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34647;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34648;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34649;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34650;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34651;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34652;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
34653;1;0;"HCL Technologies";"HCLTECH";"2020-08-08 00:00:00.0";36;568.0;800.0;890.0
34654;2;0;"TCS ";"TCS";"2020-08-08 00:00:00.0";360;1568.0;1850.89;1900.0
34655;3;0;"ITC LIMITED";"ITC";"2020-08-08 00:00:00.0";36;568.0;850.89;900.0
34656;4;0;"CIPLA";"CIPLA";"2020-08-08 00:00:00.0";100;568.0;450.89;430.0
34657;5;0;"APPLE-TEST";"TEST - APPLE";"2020-08-08 00:00:00.0";1;100.0;100.0;130.0
34658;6;0;"APPLE";"APPLE";"2020-08-08 00:00:00.0";1236;2568.0;2000.0;1900.0
